%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, EXG Channel 8, EXG Channel 9, EXG Channel 10, EXG Channel 11, EXG Channel 12, EXG Channel 13, EXG Channel 14, EXG Channel 15, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
206.0, 16910.122860684736, 52620.499148428346, -48758.073003062374, -41805.27231756119, -48435.29146138328, -28782.855425221376, -43471.43840449314, -55588.29672197065, -40315.14856995924, -47458.67669089755, -92812.57901341666, -21059.92538451259, -48036.804561234065, -44096.08025504115, -59244.595079969775, -84919.14986600279, 0.0101875, 0.99075, 0.23043750000000002, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.727471161094577E9, 0.0, 2024-09-27 16:06:01.094
208.0, 16939.6495151102, 52744.12664701064, -48655.67966171261, -41784.30638126211, -48417.29830709676, -28746.377378270314, -43483.57540173238, -55578.081974754576, -40305.604375076815, -47440.348260444196, -92724.91547166294, -21042.468672092997, -48017.76087495815, -44107.23377552436, -59241.041152601385, -84897.24515643659, 0.0101875, 0.99075, 0.23043750000000002, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711610945888E9, 0.0, 2024-09-27 16:06:01.094
210.0, 16914.459099109066, 52561.334080855144, -48776.75906142701, -41806.32284955059, -48423.44503682197, -28804.044878965007, -43467.57155270238, -55589.3696057045, -40306.83372102186, -47460.64364440962, -92794.38469343004, -21048.369532629196, -48047.10871542797, -44107.97138309138, -59261.49299877799, -84912.77961883302, 0.0101875, 0.99075, 0.23043750000000002, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.727471161094601E9, 0.0, 2024-09-27 16:06:01.094
212.0, 16920.628180578733, 52700.71955927844, -48665.648539739675, -41795.70577093432, -48407.1729668585, -28806.771791788557, -43464.822288134375, -55582.28410271217, -40303.995049476034, -47469.494935213916, -92733.00680315576, -21041.954581970524, -47991.34111301197, -44131.77599093628, -59284.247074633495, -84903.77186581754, 0.0101875, 0.99075, 0.23043750000000002, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711610946128E9, 0.0, 2024-09-27 16:06:01.094
214.0, 16910.167564173647, 52528.38760952802, -48793.724035468585, -41814.257718832225, -48443.85217950967, -28837.930123559254, -43493.052541381425, -55601.26073375472, -40322.74816307404, -47465.382214234145, -92790.76371082828, -21058.204300189533, -48025.5839855175, -44116.219176795385, -59273.473533806035, -84920.71448811465, 0.004, 1.0, 0.23, 192.0, 0.0, 16.0, 15.5, 32.0, 3.5, 24.0, 0.0, 0.0, 0.0, 1.7274711610946248E9, 0.0, 2024-09-27 16:06:01.094
216.0, 16933.189860962615, 52674.880942688105, -48662.13931586019, -41775.03040731316, -48400.37803654409, -28801.250910908093, -43472.19836380462, -55557.98775648925, -40312.9133955137, -47445.35505120219, -92738.30416659167, -21037.037198190355, -48018.565537758535, -44107.12201680208, -59319.94281052862, -84895.92640351373, 0.004, 1.0, 0.23, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711610946372E9, 0.0, 2024-09-27 16:06:01.094
218.0, 16914.079119453327, 52541.485731778834, -48778.480145750065, -41789.40257899792, -48441.61700506413, -28808.26935866706, -43479.82030866388, -55577.94786428784, -40315.953232759624, -47445.198588991, -92763.91926573745, -21047.609573317717, -48024.287584339094, -44099.92475508747, -59254.96628939704, -84891.12077845584, 0.004, 1.0, 0.23, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711610946496E9, 0.0, 2024-09-27 16:06:01.094
220.0, 16934.598020863297, 52643.32027951721, -48676.891467200694, -41767.006131053706, -48391.035007361774, -28802.726126042144, -43459.79314563193, -55552.265709908694, -40276.90473519621, -47433.01688826286, -92746.46255331786, -21026.39776782963, -48005.69093295228, -44066.173620959955, -59351.704639399606, -84877.93324922721, 0.004, 1.0, 0.23, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711610946708E9, 0.0, 2024-09-27 16:06:01.094
222.0, 16920.31525615636, 52547.11837138157, -48776.401433515726, -41794.49877673373, -48442.80164752027, -28815.377213403848, -43492.1137681143, -55592.744719117254, -40311.23701467956, -47448.86427508167, -92738.86296020306, -21034.51145106691, -48014.74338945668, -44113.380505249566, -59282.34717635479, -84901.35787741636, 0.004, 1.0, 0.23, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711610946827E9, 0.0, 2024-09-27 16:06:01.094
224.0, 16959.296698486414, 52658.60887272464, -48669.51539153045, -41743.581502864545, -48406.90474592504, -28762.805910444968, -43466.58807594634, -55561.60873909101, -40303.6150698203, -47440.30355695529, -92737.20893111336, -21002.168476840077, -47996.41495900333, -44079.025874021754, -59373.78816292145, -84879.43081610571, 0.004, 1.0, 0.23, 192.0, 0.0, 0.0, 15.0, 104.0, 3.5, 16.0, 0.0, 0.0, 0.0, 1.7274711610946944E9, 0.0, 2024-09-27 16:06:01.094
226.0, 16928.227773693536, 52605.90345929903, -48740.392773198226, -41780.0595498156, -48456.2350459379, -28784.867082222354, -43500.89800368524, -55577.88080905448, -40298.764741273495, -47431.42991440653, -92710.18567206689, -20999.218046571976, -48004.19336607378, -44069.57108611716, -59279.754373997974, -84879.54257482798, 0.004, 1.0, 0.23, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.727471161094707E9, 0.0, 2024-09-27 16:06:01.094
228.0, 16953.194672250112, 52665.33674780569, -48664.86622868374, -41750.46584015678, -48414.034952406284, -28766.35983781336, -43458.384985731245, -55561.83225653556, -40290.29343012493, -47449.04308903731, -92752.47517257633, -21010.125697866166, -47996.59377295897, -44090.089987527135, -59355.07975281236, -84897.11104596985, 0.004, 1.0, 0.23, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711610947187E9, 0.0, 2024-09-27 16:06:01.094
230.0, 16937.570802875853, 52609.591497134155, -48729.57452888186, -41768.257828743204, -48467.813249565756, -28755.139262096796, -43478.07687259637, -55573.67868109688, -40273.104938638804, -47448.1490192591, -92702.11669231852, -20996.73700293744, -48012.9328981558, -44077.505955398796, -59267.952652925575, -84869.05960667845, 0.004, 1.0, 0.23, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711610947306E9, 0.0, 2024-09-27 16:06:01.094
232.0, 16943.091683756316, 52642.582671950186, -48663.16749610514, -41746.241360454726, -48414.817263462224, -28753.954619640666, -43447.79025885943, -55549.02470696267, -40290.226374891565, -47460.97892057645, -92761.68409129193, -21005.49888676392, -48014.67633422332, -44095.4097027075, -59375.59865422233, -84884.8846417528, 0.004, 1.0, 0.23, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711610947428E9, 0.0, 2024-09-27 16:06:01.094
234.0, 16930.15002371669, 52645.376640007096, -48695.95750522107, -41770.51535493319, -48461.53240937381, -28744.566886969435, -43453.69111939563, -55548.19769241783, -40288.415883590686, -47442.8963593121, -92692.30427650265, -20999.01688087188, -48004.46158700724, -44082.64685662352, -59242.06933284633, -84868.47846132261, 0.004, 1.0, 0.23, 192.0, 0.0, 0.0, 15.5, 8.0, 3.5, 32.0, 0.0, 0.0, 0.0, 1.7274711610947547E9, 0.0, 2024-09-27 16:06:01.094
236.0, 16942.68935235612, 52613.83832858066, -48669.91772293064, -41771.185907266845, -48408.26820233682, -28767.87975643632, -43422.48808413602, -55527.097645652015, -40266.13119436875, -47450.18302800453, -92768.68018730644, -20993.138372080135, -47988.301275766054, -44065.72658607085, -59359.57245344788, -84876.70390328216, 0.004, 1.0, 0.23, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711610947669E9, 0.0, 2024-09-27 16:06:01.094
238.0, 16935.648552852697, 52667.99660539587, -48665.91676067314, -41792.21889879929, -48455.698604070974, -28763.610573245358, -43438.179008743646, -55527.723494496764, -40276.14477588472, -47435.34146968621, -92679.49672692976, -20982.92362486406, -47996.37025551442, -44064.564295359174, -59237.21900429953, -84858.10725189534, 0.004, 1.0, 0.23, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.727471161094779E9, 0.0, 2024-09-27 16:06:01.094
240.0, 16935.223869708047, 52583.32819739917, -48699.71259828957, -41801.807797170615, -48444.00864172085, -28806.011832477074, -43425.5502731264, -55526.56120378509, -40259.403319287696, -47413.95085024248, -92781.57714385714, -20978.00624108389, -47995.34207526947, -44069.951065772904, -59340.77463636096, -84877.37445561582, 0.004, 1.0, 0.23, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.727471161094797E9, 0.0, 2024-09-27 16:06:01.094
242.0, 16930.865279539263, 52654.47380000041, -48671.57175202033, -41837.548236554656, -48450.669461568534, -28821.389832662328, -43400.136339680714, -55527.388218329936, -40274.423691561664, -47413.10148395318, -92694.09241605908, -20979.57086319576, -47961.47918241968, -44092.83925209514, -59252.55230099586, -84867.9867229446, 0.004, 1.0, 0.23, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711610948136E9, 0.0, 2024-09-27 16:06:01.094
244.0, 16929.747692316498, 52534.31082180868, -48729.01573527047, -41846.131306425494, -48454.62572033712, -28822.708585585187, -43409.81464502987, -55540.28517488065, -40274.69191249513, -47410.10635019617, -92795.99401903081, -20979.61556668467, -48024.84637795048, -44059.35633890109, -59362.07584882687, -84875.16163291475, -0.008, 0.994, 0.23600000000000002, 192.0, 127.5, 96.0, 15.5, 8.0, 3.5, 48.0, 0.0, 0.0, 0.0, 1.7274711610948255E9, 0.0, 2024-09-27 16:06:01.094
246.0, 16947.6514396252, 52647.56711096372, -48667.615493251746, -41858.156544942445, -48454.49160987039, -28805.967128988163, -43420.4987788795, -55527.99171543023, -40293.310915626396, -47401.72444602543, -92692.7289596473, -20965.399857211098, -47984.41207223083, -44084.993789791326, -59292.20429565958, -84857.70492049515, -0.008, 0.994, 0.23600000000000002, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.727471161094838E9, 0.0, 2024-09-27 16:06:01.094
248.0, 16935.022704007948, 52499.30798999167, -48747.88060759075, -41858.20124843136, -48455.74330755989, -28828.721204843667, -43445.17510475816, -55554.858512265506, -40255.983502386036, -47415.91780375455, -92794.63056261904, -20973.49118870392, -48008.39549403137, -44073.661455352485, -59378.32556704588, -84894.29472616849, -0.008, 0.994, 0.23600000000000002, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711610948498E9, 0.0, 2024-09-27 16:06:01.094
250.0, 16936.900250542196, 52644.43786673998, -48656.126696601714, -41842.68913777937, -48447.316699900235, -28783.347163599392, -43424.969127770564, -55540.48634058075, -40317.54020661595, -47417.01303923286, -92688.39272122298, -20963.56701416576, -47974.57730467049, -44107.50199645782, -59337.04189503693, -84877.77678701602, -0.008, 0.994, 0.23600000000000002, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.727471161094862E9, 0.0, 2024-09-27 16:06:01.094
252.0, 16920.67288406764, 52494.167088766946, -48740.54923540941, -41823.60074801454, -48447.02612722232, -28781.6931345097, -43446.47150593657, -55561.005241990715, -40301.134026185755, -47428.92651902754, -92777.37501589955, -20974.988755582424, -47989.66473217782, -44069.48167913934, -59396.721052732595, -84889.39969413278, -0.008, 0.994, 0.23600000000000002, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.727471161094874E9, 0.0, 2024-09-27 16:06:01.094
254.0, 16944.946878546107, 52655.725497689906, -48630.5786526893, -41780.774805638175, -48433.19039740448, -28745.79623291448, -43445.64449139172, -55541.42511384787, -40286.44893007862, -47418.890585767105, -92677.57447690661, -20953.642839627606, -47977.460679705226, -44094.269763740274, -59354.45390396761, -84875.34044687038, 0.006, 0.982, 0.24, 192.0, 0.0, 24.0, 15.0, 88.0, 3.5, 64.0, 0.0, 0.0, 0.0, 1.7274711610948856E9, 0.0, 2024-09-27 16:06:01.094
0.0, 16922.34926490179, 52503.890097605006, -48735.38598244023, -41778.83020387056, -48450.62475807962, -28728.29481700597, -43449.98072981605, -55551.170474430386, -40292.819177248384, -47441.24233022241, -92758.13016392353, -20957.777912351838, -48006.09326435248, -44056.56237084417, -59387.40037529473, -84886.1363394423, 0.006, 0.982, 0.24, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711610949287E9, 0.0, 2024-09-27 16:06:01.094
2.0, 16938.509576142977, 52665.917893161524, -48624.83425436429, -41755.182058236845, -48422.707429254944, -28722.036328558486, -43441.799991345404, -55531.4562358208, -40292.21568014809, -47432.61455686266, -92674.89226757197, -20937.28136268632, -47983.473298963705, -44082.043359523224, -59373.27407279898, -84856.6767402502, 0.006, 0.982, 0.24, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.727471161094951E9, 0.0, 2024-09-27 16:06:01.094
4.0, 16918.951799744584, 52518.73165592333, -48745.93600582314, -41775.56684918009, -48440.119438185626, -28744.589238713892, -43433.440438919126, -55541.782741759154, -40295.30022088292, -47443.81278083477, -92754.77740225523, -20961.15302576459, -47993.755101413146, -44094.09094978464, -59373.162314076704, -84882.91768824073, 0.006, 0.982, 0.24, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711610949702E9, 0.0, 2024-09-27 16:06:01.094
6.0, 16940.387122677224, 52672.489306031384, -48628.70110615505, -41752.41044192439, -48413.0291239058, -28710.614587141823, -43413.59208984281, -55519.40864555939, -40274.62485726176, -47436.74962958689, -92692.61720092503, -20947.58551688022, -47965.74836561065, -44081.976304289856, -59380.56074149141, -84858.68839725119, 0.005, 0.988, 0.245, 192.0, 0.0, 16.0, 15.5, 8.0, 3.5, 104.0, 0.0, 0.0, 0.0, 1.7274711610949843E9, 0.0, 2024-09-27 16:06:01.094
8.0, 16912.73801478601, 52507.46637671786, -48753.870875104774, -41775.879773602464, -48431.53636831479, -28726.171401282718, -43443.67753787965, -55553.360945387, -40299.14472092923, -47441.35408894469, -92744.24973061678, -20966.808017111784, -47990.84937463396, -44086.513708414284, -59361.96409010459, -84883.11885394083, 0.005, 0.988, 0.245, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711610950105E9, 0.0, 2024-09-27 16:06:01.095
10.0, 16915.420224120644, 52637.128846303094, -48650.270539554425, -41771.72234913377, -48420.56166178724, -28730.06060481794, -43441.01768028947, -55541.33570687005, -40300.575232574374, -47454.72043212896, -92716.55591923666, -20970.76427588037, -47987.00487458764, -44103.83631036715, -59418.13402392078, -84881.48717659559, 0.005, 0.988, 0.245, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711610950243E9, 0.0, 2024-09-27 16:06:01.095
12.0, 16892.95672094306, 52495.39643471199, -48775.954398626614, -41804.86998616099, -48450.78122029081, -28761.80008194448, -43434.73684009753, -55551.81867501959, -40314.05333448092, -47464.957531089494, -92761.639387803, -20989.852665645205, -48000.61708696093, -44121.69535418694, -59381.38775603626, -84914.45599966717, 0.005, 0.988, 0.245, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711610950377E9, 0.0, 2024-09-27 16:06:01.095
14.0, 16911.68748279661, 52610.44086342346, -48666.16262986215, -41768.12371827647, -48410.548080271255, -28713.699127876658, -43433.216921474566, -55535.144273655926, -40308.53245360046, -47442.56108314527, -92745.70259400638, -20972.887691603624, -47989.061235077534, -44079.27174321077, -59459.350640696364, -84885.80106327547, 0.005, 0.988, 0.245, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711610950508E9, 0.0, 2024-09-27 16:06:01.095
16.0, 16880.082116136804, 52506.99699008429, -48763.34801475382, -41803.32771579358, -48471.03190076732, -28739.73891016709, -43484.29065755495, -55565.85557053752, -40292.886232481746, -47466.29863575681, -92744.02621317223, -20990.836142401236, -47991.43051998979, -44091.16287126099, -59383.80174443743, -84892.73010405661, 0.0035, 0.985, 0.2455, 192.0, 0.0, 8.0, 15.0, 88.0, 3.5, 88.0, 0.0, 0.0, 0.0, 1.7274711610950634E9, 0.0, 2024-09-27 16:06:01.095
18.0, 16903.909075726162, 52598.08034873967, -48666.60966475125, -41755.56203789259, -48424.27205136682, -28715.800191855455, -43467.124517813274, -55547.6612505509, -40324.60335786383, -47464.62225492266, -92765.61799831605, -20991.618453457173, -47998.583078215495, -44106.67498191297, -59463.843341331885, -84892.05955172295, 0.0035, 0.985, 0.2455, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711610950768E9, 0.0, 2024-09-27 16:06:01.095
20.0, 16897.829401234318, 52534.93667065343, -48736.41416268518, -41750.13056398995, -48439.49358934088, -28741.92938112371, -43456.283921752445, -55537.69237252383, -40331.197122478145, -47451.7029466275, -92719.03696287119, -20975.3016800048, -48009.66954346532, -44092.72749337286, -59365.92034887319, -84862.7787664865, 0.0035, 0.985, 0.2455, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.72747116109509E9, 0.0, 2024-09-27 16:06:01.095
22.0, 16914.503802597977, 52590.54781085823, -48661.178190848615, -41728.91875850186, -48394.79010043026, -28751.473576006127, -43441.21884598957, -55521.97909617175, -40313.49454086954, -47469.38317649164, -92752.02813768723, -20977.089819561224, -47988.34597925496, -44114.87807212807, -59464.759762854555, -84884.97404873063, 0.0035, 0.985, 0.2455, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.727471161095102E9, 0.0, 2024-09-27 16:06:01.095
24.0, 16902.791488503397, 52577.87437175207, -48715.47057813055, -41744.699090087306, -48450.758868546356, -28697.15883697973, -43490.392683791244, -55565.699108326335, -40322.323479929386, -47460.04014730932, -92698.0263230832, -20981.895444619113, -48006.24972656366, -44085.79845259171, -59325.776615831455, -84868.27729562251, 0.0035, 0.985, 0.2455, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711610951138E9, 0.0, 2024-09-27 16:06:01.095
26.0, 16917.118956699247, 52574.45455485041, -48683.14995564818, -41716.62529905144, -48407.79881570325, -28707.820619084912, -43447.633796648246, -55540.64280279193, -40318.5683868609, -47461.22478976545, -92780.88423977903, -20987.036345843833, -48005.981505630196, -44072.96855127437, -59446.94542252367, -84880.97308647312, 0.00375, 0.9844999999999999, 0.24475, 192.0, 0.0, 16.0, 15.0, 96.0, 3.5, 80.0, 0.0, 0.0, 0.0, 1.7274711610951264E9, 0.0, 2024-09-27 16:06:01.095
28.0, 16901.15981115816, 52584.17756368847, -48707.13337744873, -41738.73117431774, -48435.67144103902, -28727.423098972216, -43478.233334807555, -55555.19378843234, -40325.810352064414, -47459.97309207596, -92703.32368651911, -20988.24334004442, -48010.49655801017, -44113.17933954947, -59332.772711845966, -84875.16163291475, 0.00375, 0.9844999999999999, 0.24475, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711610952115E9, 0.0, 2024-09-27 16:06:01.095
30.0, 16904.87020073774, 52561.73641225534, -48692.06830168585, -41728.49407535721, -48395.61711497511, -28754.78163418551, -43447.99142455953, -55545.493131338735, -40333.588759134866, -47469.494935213916, -92785.64516134802, -20991.81961915727, -47995.40913050284, -44114.29692677223, -59433.53437585049, -84893.4900633681, 0.00375, 0.9844999999999999, 0.24475, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.727471161095224E9, 0.0, 2024-09-27 16:06:01.095
32.0, 16890.810953475353, 52631.51855844481, -48688.581429550824, -41737.34536616151, -48443.31573764274, -28736.20733454315, -43468.107994569305, -55549.58350057406, -40341.88125632778, -47453.33462397273, -92701.91552661842, -20982.610700441684, -48007.41201727534, -44099.05303705371, -59301.90495275318, -84873.17232765822, 0.00375, 0.9844999999999999, 0.24475, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.727471161095236E9, 0.0, 2024-09-27 16:06:01.095
34.0, 16904.73609027101, 52550.24761560531, -48716.811682797874, -41728.22585442375, -48405.60834474664, -28762.40357904477, -43443.901055324204, -55538.85466323551, -40330.906549800224, -47447.746687858904, -92803.3030394677, -20976.91100560558, -48016.91150866885, -44088.36890320408, -59401.10199464584, -84884.77288303053, 0.00375, 0.9844999999999999, 0.24475, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.727471161095248E9, 0.0, 2024-09-27 16:06:01.095
36.0, 16900.980997202518, 52643.38733475058, -48680.55715329137, -41747.22483721076, -48442.24285390888, -28754.625171974323, -43485.49765175553, -55559.6641373234, -40336.76270684752, -47440.86235056667, -92697.73575040529, -20967.746790378904, -47990.69291242277, -44102.606964422106, -59304.095423709805, -84876.21216490414, 0.003875, 0.98825, 0.244375, 192.0, 0.0, 16.0, 15.5, 0.0, 3.5, 80.0, 0.0, 0.0, 0.0, 1.72747116109526E9, 0.0, 2024-09-27 16:06:01.095
38.0, 16907.06067169436, 52530.57808048464, -48734.93894755113, -41746.82250581056, -48427.87068222412, -28777.759227485567, -43460.28488400995, -55565.18501820386, -40339.33315745988, -47440.79529533331, -92802.0066382893, -20977.089819561224, -48019.2360900922, -44094.22506025137, -59378.414974023704, -84898.65331633727, 0.003875, 0.98825, 0.244375, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711610952723E9, 0.0, 2024-09-27 16:06:01.095
40.0, 16940.409474421678, 52651.21044530993, -48659.88178967021, -41725.901273000396, -48427.311888612734, -28746.667950948235, -43449.17606701566, -55518.22400310326, -40327.19616022064, -47417.32596365523, -92691.2760962577, -20944.545679634295, -47988.9271246108, -44073.01325476328, -59315.0477784929, -84856.94496118368, 0.003875, 0.98825, 0.244375, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.727471161095284E9, 0.0, 2024-09-27 16:06:01.095
42.0, 16929.188898705113, 52513.27783027623, -48730.2003777266, -41729.41049687988, -48413.833786706185, -28789.65035553579, -43440.32477621136, -55532.68558176584, -40319.373049661284, -47430.6476033506, -92781.13010896803, -20956.347400706698, -47999.477147993704, -44092.97336256187, -59382.75121244803, -84875.51926082603, 0.003875, 0.98825, 0.244375, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.727471161095296E9, 0.0, 2024-09-27 16:06:01.095
44.0, 16936.430863908634, 52669.53887576328, -48636.211292292035, -41716.91587172936, -48430.37407760311, -28758.827299931923, -43451.321834483366, -55525.24245086223, -40309.962965245606, -47416.230728176924, -92677.14979376196, -20948.81486282526, -47981.26047626263, -44083.04918802371, -59321.66389485168, -84852.85459194834, 0.003875, 0.98825, 0.244375, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711610953078E9, 0.0, 2024-09-27 16:06:01.095
46.0, 16904.222000148537, 52519.06693209016, -48736.503569663, -41755.89731405942, -48422.19333913247, -28817.47827738265, -43460.44134622113, -55539.77108475818, -40335.89098881376, -47440.10239125519, -92782.89589678001, -20966.808017111784, -48007.47907250871, -44088.97240030437, -59347.368400975276, -84878.84967074987, -0.0020625, 0.991125, 0.2431875, 192.0, 127.5, 96.0, 15.5, 8.0, 3.5, 72.0, 0.0, 0.0, 0.0, 1.72747116109532E9, 0.0, 2024-09-27 16:06:01.095
48.0, 16908.62529380623, 52683.061681158746, -48636.703030670054, -41754.24328496972, -48429.8823392251, -28785.26941362255, -43473.830041149864, -55534.160796899894, -40338.14851500375, -47432.81572256276, -92694.71826490381, -20954.67101987255, -47996.482014236695, -44102.83048186666, -59316.7018075826, -84861.97410368611, -0.0020625, 0.991125, 0.2431875, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711615762875E9, 0.0, 2024-09-27 16:06:01.576
50.0, 16888.464020307543, 52528.275850805745, -48755.54725593892, -41776.9079538474, -48450.69181331299, -28823.51324838558, -43481.451986009124, -55566.23555019326, -40357.59453267986, -47463.79524037782, -92791.36720792858, -20993.048965102313, -48029.182616374805, -44089.799414849214, -59316.2994761824, -84893.42300813473, -0.0020625, 0.991125, 0.2431875, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.727471161576354E9, 0.0, 2024-09-27 16:06:01.576
52.0, 16914.749671786987, 52693.187021397, -48643.11798132872, -41753.438622169335, -48425.63550777859, -28805.073059209953, -43472.868916138286, -55545.33666912755, -40328.71607884361, -47440.01298427737, -92713.94076513538, -20968.037363056825, -47993.28571477959, -44118.610813452106, -59309.81747029036, -84868.6796270227, -0.0020625, 0.991125, 0.2431875, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711615763676E9, 0.0, 2024-09-27 16:06:01.576
54.0, 16890.140401141693, 52530.53337699573, -48770.27705553497, -41779.47840445977, -48459.006662250365, -28839.561800904492, -43486.59288723384, -55555.774933788176, -40341.74714586105, -47445.22094073545, -92780.66072233448, -20982.029555085846, -48011.0329998771, -44102.13757778854, -59297.90399049569, -84886.49396735358, -0.0020625, 0.991125, 0.2431875, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.72747116157638E9, 0.0, 2024-09-27 16:06:01.576
56.0, 16906.077194938327, 52690.57186729573, -48643.833237151295, -41742.01688075267, -48423.690906010976, -28791.192625903208, -43463.637645678245, -55534.2055003888, -40335.958044047125, -47442.650490123095, -92726.6812594749, -20972.64182241462, -48014.96690690123, -44115.83919713965, -59332.99622929052, -84878.31322888294, -0.008, 0.99, 0.23600000000000002, 192.0, 127.5, 96.0, 15.0, 120.0, 3.5, 48.0, 0.0, 0.0, 0.0, 1.727471161576392E9, 0.0, 2024-09-27 16:06:01.576
58.0, 16883.323119082823, 52572.666415293985, -48744.52784592246, -41764.39097695243, -48441.929929486505, -28791.729067770135, -43491.0632361249, -55568.02368974969, -40309.27006116749, -47437.50958889838, -92747.15545739597, -20980.710802162983, -47994.4256537468, -44096.303772485706, -59268.06441164785, -84872.94881021367, -0.008, 0.99, 0.23600000000000002, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711615764053E9, 0.0, 2024-09-27 16:06:01.576
