%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, EXG Channel 8, EXG Channel 9, EXG Channel 10, EXG Channel 11, EXG Channel 12, EXG Channel 13, EXG Channel 14, EXG Channel 15, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
44.0, 17025.189641140656, 55165.51347559851, -48250.889569627, -41139.81618163779, -48622.017934562915, -27820.769288631596, -43462.8106311334, -55202.55031616096, -40536.60965402242, -47524.88255797417, -92527.21429195575, -20928.340664904197, -47828.553358143974, -43932.48783737276, -58234.00565791198, -84218.91441570692, 0.0115, 0.98975, 0.241, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.727471172629886E9, 0.0, 2024-09-27 16:06:12.629
46.0, 17029.056492931424, 55152.14713241424, -48189.73519679728, -41136.01638508039, -48568.17258217008, -27852.151137846846, -43428.0983719943, -55179.103336227345, -40529.680613241275, -47522.73679050646, -92576.32107452406, -20917.857696754658, -47808.146215456276, -43934.253625184734, -58357.85667393883, -84238.29337814968, 0.0115, 0.98975, 0.241, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.727471172629898E9, 0.0, 2024-09-27 16:06:12.629
48.0, 17019.087614904358, 55076.37471871075, -48249.6378719375, -41180.183432124075, -48618.598117661255, -27880.537853305086, -43441.397659945214, -55209.76992962002, -40542.197590136246, -47522.08858991726, -92534.00922227016, -20921.590438078696, -47812.30363992496, -43941.36147992152, -58256.938547723126, -84233.64421530298, 0.0115, 0.98975, 0.241, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.72747117262991E9, 0.0, 2024-09-27 16:06:12.629
50.0, 17037.550155824443, 55010.8841074567, -48219.39596168947, -41186.21840312701, -48582.3659398992, -27914.356042665964, -43416.87779627774, -55194.88366781279, -40520.1140666144, -47529.196444654044, -92609.55811852911, -20921.255161911868, -47808.637953834295, -43927.615157081505, -58408.058691985454, -84254.00665450176, 0.01075, 0.994875, 0.2405, 192.0, 0.0, 40.0, 15.5, 32.0, 3.5, 64.0, 0.0, 0.0, 0.0, 1.727471172629922E9, 0.0, 2024-09-27 16:06:12.629
52.0, 17040.813510514916, 55009.922982445125, -48231.13062752851, -41220.88595877719, -48627.87409161021, -27896.698164546273, -43452.68529089514, -55216.140176789784, -40535.268549355096, -47510.35392407822, -92532.82457981403, -20925.636103825105, -47816.103436482364, -43928.039840226156, -58322.1162345548, -84238.87452350551, 0.01075, 0.994875, 0.2405, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711726299345E9, 0.0, 2024-09-27 16:06:12.629
54.0, 17028.721216764596, 54930.35077218423, -48226.83909259309, -41221.422400644115, -48598.123919740196, -27920.458068902266, -43445.17510475816, -55210.909868587245, -40533.726278987684, -47528.48118883147, -92616.97889768827, -20926.351359647677, -47808.19091894518, -43940.042726998654, -58445.9448988372, -84265.3389889406, 0.01075, 0.994875, 0.2405, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711726299465E9, 0.0, 2024-09-27 16:06:12.629
56.0, 17051.05060947545, 54956.435257963574, -48218.97127854482, -41248.22214224603, -48611.04322803536, -27942.273371490643, -43408.2947264069, -55177.91869377121, -40511.93332814376, -47485.27526679936, -92518.1394837069, -20898.702251756462, -47789.01312220253, -43927.10106695903, -58375.559255547436, -84234.69474729238, 0.01075, 0.994875, 0.2405, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711726299596E9, 0.0, 2024-09-27 16:06:12.629
58.0, 17036.097292434846, 54846.50937873237, -48233.812836863144, -41268.00343608898, -48588.98205625797, -27976.672706207362, -43422.84571204731, -55200.33749345988, -40517.565967746494, -47518.33349684876, -92608.14995862842, -20916.71775778744, -47797.19386067318, -43941.29442468815, -58509.82618449047, -84266.16600348544, 0.01075, 0.994875, 0.2405, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711726299715E9, 0.0, 2024-09-27 16:06:12.629
60.0, 17033.99622845605, 54886.206076885, -48207.01309526123, -41263.39897673118, -48626.13065554269, -27996.386944816943, -43449.10901178229, -55207.28888598549, -40534.75445923262, -47518.31114510431, -92517.7818557956, -20910.77219376233, -47795.42807286121, -43934.79006705166, -58431.50567191907, -84249.69276782189, 0.01, 0.978, 0.244, 192.0, 0.0, 40.0, 15.0, 72.0, 3.5, 80.0, 0.0, 0.0, 0.0, 1.7274711726299872E9, 0.0, 2024-09-27 16:06:12.629
62.0, 17032.3198476219, 54693.5563914247, -48270.82732568113, -41263.2872180089, -48619.71570488402, -28040.397529649443, -43465.60459919031, -55236.88259564431, -40530.32881383048, -47528.54824406484, -92610.85451970751, -20911.75567051836, -47823.61362261935, -43930.476180371785, -58553.18856873376, -84282.12514902654, 0.01, 0.978, 0.244, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711726299992E9, 0.0, 2024-09-27 16:06:12.629
64.0, 17065.199263715658, 54760.16458990152, -48198.11710096802, -41247.23866549, -48621.19092001807, -28009.753288001215, -43477.383968518254, -55236.54731947748, -40526.93134867327, -47509.59396476674, -92513.71383830474, -20895.416545321532, -47802.893555509276, -43928.12924720398, -58518.90099273932, -84247.41288988745, 0.01, 0.978, 0.244, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711726300151E9, 0.0, 2024-09-27 16:06:12.630
66.0, 17032.543365066453, 54539.53052038319, -48278.561029262666, -41258.95097958457, -48622.55437642984, -28069.901832330448, -43477.182802818155, -55248.103171360875, -40521.34341255944, -47514.667810758096, -92606.92061268337, -20889.22511210741, -47803.34059039839, -43918.83092151057, -58608.710301960746, -84271.79864308819, 0.01, 0.978, 0.244, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711726300273E9, 0.0, 2024-09-27 16:06:12.630
68.0, 17047.228461173592, 54606.00460839327, -48205.582583616095, -41233.7829153279, -48617.16760601612, -28034.630779579973, -43476.73576792905, -55220.87874661431, -40519.44351428074, -47517.75235149293, -92519.0335534851, -20873.713001455428, -47777.9266569527, -43951.03978527067, -58604.12819434741, -84263.30498019517, 0.01, 0.978, 0.244, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711726300397E9, 0.0, 2024-09-27 16:06:12.630
70.0, 17033.61624880031, 54391.494916855685, -48289.22281136785, -41246.14343001168, -48617.279364738395, -28070.88530908648, -43458.69791015362, -55225.8855373723, -40524.7632294611, -47506.21885135399, -92599.87981317996, -20877.959832901935, -47800.79249153048, -43906.82803473807, -58689.53420991114, -84278.01242804676, 0.004, 0.976, 0.24, 192.0, 0.0, 16.0, 15.0, 64.0, 3.5, 64.0, 0.0, 0.0, 0.0, 1.7274711726300511E9, 0.0, 2024-09-27 16:06:12.630
72.0, 17070.921310296217, 54462.104077590004, -48197.71476956782, -41233.313528694336, -48616.74292287147, -28041.202192449833, -43464.86699162328, -55218.241240768584, -40502.81381640599, -47498.84277568373, -92515.39021913889, -20860.99485886036, -47784.028683189, -43923.278918657175, -58681.24171271822, -84250.22920968881, 0.004, 0.976, 0.24, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711726300635E9, 0.0, 2024-09-27 16:06:12.630
74.0, 17024.809661484916, 54161.54016989949, -48323.7562565513, -41293.305610812386, -48642.156856317146, -28168.13774921152, -43451.679462394655, -55240.682392201714, -40513.20737757771, -47501.390874551646, -92598.2034323458, -20874.763533444828, -47814.851738792866, -43918.56270057711, -58746.17353036089, -84276.58191640161, 0.004, 0.976, 0.24, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711726300752E9, 0.0, 2024-09-27 16:06:12.630
76.0, 17047.921365251706, 54101.48103254808, -48236.94208108689, -41293.305610812386, -48610.79735884635, -28155.598420572096, -43440.83886633383, -55258.586139510415, -40525.50083702813, -47498.30633381681, -92552.76233586816, -20886.811123706237, -47780.98884594308, -43935.572378107594, -58800.331807176095, -84283.8462333496, 0.004, 0.976, 0.24, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711726300871E9, 0.0, 2024-09-27 16:06:12.630
78.0, 17033.638600544764, 53690.588914226166, -48373.55594319772, -41330.18598916364, -48649.7340976875, -28244.759529204315, -43477.58513421835, -55313.951410526206, -40538.0178139231, -47538.09243894726, -92628.13241817146, -20894.32130984322, -47824.82061681993, -43942.41201191092, -58858.133418337515, -84308.96959411736, 0.004, 0.976, 0.24, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.727471172630099E9, 0.0, 2024-09-27 16:06:12.630
80.0, 17052.23525193158, 53509.91976379392, -48288.641666012016, -41337.94204448963, -48625.57186193131, -28321.51541966384, -43458.63085492025, -55322.46742516368, -40519.10823811391, -47545.624976828694, -92591.29674330911, -20890.40975456354, -47786.956761712645, -43961.589808653574, -58991.81920192471, -84332.3048153287, 0.004, 0.99, 0.244, 192.0, 0.0, 16.0, 15.0, 120.0, 3.5, 80.0, 0.0, 0.0, 0.0, 1.7274711726301107E9, 0.0, 2024-09-27 16:06:12.630
82.0, 17038.13130118028, 53094.35613088085, -48394.410120774526, -41337.78558227844, -48654.42796402311, -28315.70396610546, -43452.66293915069, -55337.08546603745, -40536.54259878905, -47545.423811128596, -92630.52405482817, -20902.837324480693, -47812.4377503917, -43930.476180371785, -59036.67915304651, -84351.61672253809, 0.004, 0.99, 0.244, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711726301272E9, 0.0, 2024-09-27 16:06:12.630
84.0, 17065.1769119712, 53044.8693686568, -48293.51434630327, -41302.246308594506, -48609.38919894567, -28243.77605244828, -43428.76892432796, -55305.32363716646, -40517.521264257586, -47524.05554342932, -92604.86425219348, -20881.42435329251, -47781.368825598816, -43911.23132839577, -59175.4164308806, -84314.04344010871, 0.004, 0.99, 0.244, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.727471172630139E9, 0.0, 2024-09-27 16:06:12.630
86.0, 17047.161405940224, 52822.871842726694, -48381.75903341282, -41336.73505028904, -48640.279309782905, -28280.61172731063, -43460.061366565395, -55331.69869562372, -40510.88279615436, -47542.85336051624, -92608.39582781743, -20885.246501594367, -47798.780834529505, -43939.50628513173, -59182.85956178422, -84326.02397513676, 0.004, 0.99, 0.244, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.727471172630151E9, 0.0, 2024-09-27 16:06:12.630
88.0, 17070.34016494038, 52781.99050211794, -48300.91277371797, -41313.75745698899, -48605.879975066186, -28273.727390018394, -43459.994311332026, -55330.245832234126, -40522.6621654823, -47526.58129055277, -92606.49592953872, -20879.45739978044, -47795.629238561305, -43931.392601894455, -59321.865060551776, -84334.74115547433, 0.004, 0.99, 0.244, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711726301627E9, 0.0, 2024-09-27 16:06:12.630
90.0, 17044.345086138856, 52610.17264248999, -48392.19729807345, -41328.97899496305, -48663.279254827416, -28276.811930753225, -43492.69491347014, -55368.57907397498, -40540.67767151328, -47517.50648230392, -92597.80110094561, -20889.98507141889, -47832.75548610157, -43914.606441808515, -59323.049703007906, -84335.03172815224, 0.012, 0.986, 0.244, 192.0, 0.0, 48.0, 15.0, 104.0, 3.5, 80.0, 0.0, 0.0, 0.0, 1.7274711726301756E9, 0.0, 2024-09-27 16:06:12.630
92.0, 17073.67057486422, 52563.993938445325, -48311.73101803434, -41292.858575923274, -48607.08696926677, -28258.081168899676, -43462.855334622305, -55323.808529830996, -40528.09363938495, -47537.39953486914, -92613.82730172007, -20885.492370783373, -47812.41539864724, -43928.88920651546, -59474.57217867043, -84329.86847518307, 0.012, 0.986, 0.244, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711726301892E9, 0.0, 2024-09-27 16:06:12.630
94.0, 17050.871795519804, 52409.632791236974, -48389.157460827526, -41332.5552740759, -48649.06354535384, -28283.07041920071, -43505.54716653194, -55373.787030433065, -40549.663072784315, -47546.29552916235, -92586.87109790696, -20897.98699593389, -47805.24048867709, -43927.548101848144, -59442.720942821616, -84333.64591999602, 0.012, 0.986, 0.244, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.727471172630202E9, 0.0, 2024-09-27 16:06:12.630
96.0, 17076.88922606578, 52380.08378506706, -48332.182864210954, -41298.804139948385, -48591.23958244796, -28244.468956526394, -43480.759081931006, -55338.203053260215, -40508.40175251982, -47552.03992748737, -92631.52988332867, -20896.154152888557, -47793.86345074933, -43921.08844770056, -59634.94594513726, -84349.71682425939, 0.012, 0.986, 0.244, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.727471172630214E9, 0.0, 2024-09-27 16:06:12.630
98.0, 17067.814417816928, 52386.856363637016, -48362.26831224779, -41284.11904384125, -48606.930507055586, -28194.512807668783, -43462.45300322211, -55305.345988910914, -40535.80499122202, -47525.17313065209, -92563.58058018454, -20885.782943461294, -47820.77495107352, -43917.86979649899, -59595.763337107106, -84313.1493703305, 0.012, 0.986, 0.244, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.727471172630226E9, 0.0, 2024-09-27 16:06:12.630
100.0, 17050.111836208325, 52475.503382146766, -48326.41611414148, -41278.79932866089, -48588.93735276906, -28155.44195836091, -43474.07591033887, -55316.410102416296, -40563.565857835514, -47516.54535729234, -92620.57752854557, -20881.647870737062, -47813.84591029238, -43877.23432507925, -59740.51323419967, -84308.76842841726, 0.014, 0.98, 0.248, 192.0, 0.0, 56.0, 15.0, 80.0, 3.5, 96.0, 0.0, 0.0, 0.0, 1.7274711726302383E9, 0.0, 2024-09-27 16:06:12.630
102.0, 17054.47042637711, 52619.4709681834, -48340.005974770305, -41298.35710505928, -48627.91879509912, -28153.117376937556, -43481.83196566486, -55317.95237278371, -40571.36661665042, -47540.05939245933, -92572.74479541121, -20918.841173510693, -47843.797247862494, -43965.41195695543, -59658.79525647107, -84331.56720776168, 0.014, 0.98, 0.248, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711726302505E9, 0.0, 2024-09-27 16:06:12.630
104.0, 17031.246963888047, 52700.92072497854, -48332.00405025531, -41276.43004374862, -48593.56416387131, -28133.872524961535, -43455.233389763045, -55280.78142175453, -40570.31608466102, -47522.78149399537, -92637.65426130942, -20904.200780892468, -47845.85360835238, -43928.64333732645, -59777.88535092895, -84322.98413789083, 0.014, 0.98, 0.248, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.727471172630267E9, 0.0, 2024-09-27 16:06:12.630
106.0, 16982.11782957528, 52907.69671293458, -48327.89132927553, -41298.08888412582, -48642.782705161895, -28095.047544842666, -43497.47818678358, -55287.01755845756, -40517.49891251313, -47511.650325256625, -92589.73212119724, -20937.817804553248, -47869.70291968619, -43921.49077910075, -59689.66301556385, -84299.00071609029, 0.014, 0.98, 0.248, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711726302793E9, 0.0, 2024-09-27 16:06:12.630
108.0, 16888.888703452194, 52910.55773622486, -48356.25569298932, -41278.396997260694, -48621.257975251436, -28056.624896123994, -43481.78726217595, -55277.42866008624, -40683.63942904943, -47551.79405829836, -92711.30325928966, -20960.1471972641, -47878.48715525713, -43940.892093287956, -59787.76482197819, -84310.4448092514, 0.014, 0.983, 0.247, 192.0, 0.0, 56.0, 15.0, 104.0, 3.5, 88.0, 0.0, 0.0, 0.0, 1.7274711726302912E9, 0.0, 2024-09-27 16:06:12.630
110.0, 16843.313496507824, 53158.32682351194, -48315.35200063611, -41314.964451189575, -48664.50860077245, -28010.44619207933, -43498.75223621753, -55268.51031404857, -40711.40029566292, -47555.3256339223, -92621.87392972398, -20977.045116072313, -47864.74083241711, -43850.88161836644, -59702.783489559115, -84282.48277693782, 0.014, 0.983, 0.247, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711726303034E9, 0.0, 2024-09-27 16:06:12.630
112.0, 16841.57006044031, 53126.67675336322, -48377.556905455225, -41305.50966328498, -48640.614585949734, -28045.381968662976, -43490.88442216926, -55277.6968810197, -40687.93096398484, -47607.85223339227, -92774.62575133155, -21051.208204175022, -47961.948569053246, -44003.544032996186, -59762.5073507437, -84321.71008845688, 0.014, 0.983, 0.247, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711726303153E9, 0.0, 2024-09-27 16:06:12.630
114.0, 16653.01074421534, 53133.44933193318, -48307.32772437665, -41303.855634195286, -48675.19273462209, -27965.67564793535, -43515.20312013663, -55264.28583434652, -40650.08946062201, -47620.10098935378, -92670.623084381, -21016.294779335833, -47918.25090864312, -43988.143681066475, -59671.111067665945, -84299.29128876822, 0.014, 0.983, 0.247, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711726303267E9, 0.0, 2024-09-27 16:06:12.630
116.0, 16646.171110412015, 52697.120928421136, -48369.68909140696, -41318.40661983569, -48646.40368776365, -27919.206371212767, -43468.93500911415, -55249.8913109173, -40817.05699170315, -47593.725930896515, -92752.11754466504, -21033.036235932857, -47931.72901054967, -43955.89011381747, -59726.31987647055, -84300.2971172687, 0.014, 0.983, 0.247, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711731102788E9, 0.0, 2024-09-27 16:06:13.110
118.0, 16740.69663771351, 52474.05051875717, -48254.13057257302, -41357.835097054856, -48682.16647889215, -27842.159908075322, -43491.21969833609, -55231.115845574845, -40794.5264332922, -47557.80667755684, -92683.65415139844, -21070.989498017967, -47966.77654585559, -43895.40629332141, -59657.94589018177, -84298.26310852327, 0.018, 0.9855, 0.2455, 192.0, 0.0, 88.0, 15.0, 112.0, 3.5, 80.0, 0.0, 0.0, 0.0, 1.7274711731103487E9, 0.0, 2024-09-27 16:06:13.110
120.0, 16593.555103964223, 51995.3208560134, -48302.16447140747, -41431.81937120192, -48692.15770866367, -27843.277495298087, -43517.61710853781, -55248.863130672355, -40815.42531435792, -47569.2284189735, -92771.83178327463, -21085.09344876927, -47976.79012737157, -43985.282657776195, -59633.56013698103, -84310.62362320705, 0.018, 0.9855, 0.2455, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711731103716E9, 0.0, 2024-09-27 16:06:13.110
122.0, 16737.634448723133, 51857.36588923525, -48155.04528940264, -41455.892199980284, -48666.92258917363, -27736.92789517974, -43522.46743708461, -55230.892328130285, -40832.68086107742, -47560.1759624691, -92686.71634038883, -21109.52390545892, -47998.1807468153, -44002.001762628766, -59570.19294145024, -84291.60228867558, 0.018, 0.9855, 0.2455, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711731103868E9, 0.0, 2024-09-27 16:06:13.110
124.0, 16832.204679513536, 51482.348320764104, -48221.69819136837, -41471.136089698804, -48693.83408949782, -27664.552946633452, -43514.77843699198, -55233.99922060958, -40814.12891317951, -47530.00110745444, -92746.84253297359, -21155.702609503584, -48017.69381972478, -43954.57136089461, -59525.10947288388, -84322.29123381272, 0.018, 0.9855, 0.2455, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711731104064E9, 0.0, 2024-09-27 16:06:13.110
126.0, 16871.409639288144, 51427.27362242623, -48060.5421138456, -41466.241057663094, -48656.707841957556, -27474.741932718985, -43497.45583503912, -55196.96238004713, -40812.877215490014, -47466.633911923636, -92641.9681479893, -21127.85233591227, -47996.99610435917, -43919.38971512196, -59453.3827249268, -84259.12520398202, 0.018, 0.9855, 0.2455, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711731104395E9, 0.0, 2024-09-27 16:06:13.110
128.0, 16887.39113657369, 50401.35090367209, -48149.166780610896, -41562.66648324329, -48663.6368827387, -27438.845031123765, -43479.10505284132, -55195.88949631328, -40815.26885214673, -47466.633911923636, -92679.92141007441, -21166.744371264504, -48061.68205281282, -43928.91155825991, -59333.26445022398, -84279.8452710921, 0.027000000000000003, 0.99175, 0.24175000000000002, 192.0, 0.5, 16.0, 15.5, 24.0, 3.5, 56.0, 0.0, 0.0, 0.0, 1.7274711731104517E9, 0.0, 2024-09-27 16:06:13.110
130.0, 16949.93131755964, 49357.90441726499, -48027.55093902957, -41630.57108289851, -48629.639879422175, -27357.28351560635, -43463.50353521151, -55159.72437378459, -40789.40788381194, -47430.8934725396, -92639.15182818793, -21175.1486271797, -48026.56746227354, -43889.59483976303, -59317.26060119398, -84271.50807041027, 0.027000000000000003, 0.99175, 0.24175000000000002, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711731104653E9, 0.0, 2024-09-27 16:06:13.110
132.0, 16953.507596672487, 48791.17593660068, -48113.44869297132, -41731.3998021364, -48703.82531926934, -27369.308754123304, -43475.50642198401, -55148.548501556936, -40785.0269418987, -47401.21035590296, -92665.370424434, -21203.222418215566, -48058.08342195552, -43909.152616161424, -59199.6233701257, -84282.41572170446, 0.027000000000000003, 0.99175, 0.24175000000000002, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711731104772E9, 0.0, 2024-09-27 16:06:13.110
134.0, 16982.02842259746, 48940.48558956213, -48012.619973733425, -41774.98570382425, -48711.20139493959, -27350.17566086956, -43467.750366658016, -55105.32022778037, -40764.843316655555, -47373.449489289465, -92643.93510150137, -21214.48769742104, -48071.38270990643, -43934.92417751839, -59154.85282598172, -84269.49641340929, 0.027000000000000003, 0.99175, 0.24175000000000002, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711731104946E9, 0.0, 2024-09-27 16:06:13.110
136.0, 16969.60085268031, 48834.44891386615, -48121.20474829731, -41931.67143245595, -48799.803709960426, -27461.085016856792, -43478.32274178538, -55125.23563209005, -40774.49927026025, -47328.7236486344, -92652.0711364831, -21219.29332247893, -48072.65675934038, -43896.859156711005, -59001.58691425168, -84258.67816909292, 0.027000000000000003, 0.99175, 0.24175000000000002, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711731105068E9, 0.0, 2024-09-27 16:06:13.110
138.0, 17007.442356043142, 48741.97974705455, -48059.49158185621, -42049.08514607968, -48798.90964018222, -27531.716529335565, -43447.41027920369, -55106.326056280865, -40741.709261144315, -47317.100741517635, -92675.45106118335, -21221.10381377981, -48043.84536073749, -43887.38201706195, -59034.55573732326, -84261.15921272746, 0.0085, 0.9998750000000001, 0.233875, 192.0, 127.5, 88.0, 15.5, 64.0, 3.5, 8.0, 0.0, 0.0, 0.0, 1.7274711731105196E9, 0.0, 2024-09-27 16:06:13.110
140.0, 16997.428774527165, 48582.947085255044, -48169.52921980968, -42204.45212178852, -48926.269880088556, -27655.232269195592, -43498.75223621753, -55139.92072819719, -40727.82882783757, -47283.57312483468, -92655.31213942911, -21226.825860360368, -48052.830762008525, -43892.29940084212, -58917.90198301101, -84264.69078835139, 0.0085, 0.9998750000000001, 0.233875, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.727471173110532E9, 0.0, 2024-09-27 16:06:13.110
142.0, 16989.203332567613, 48531.359259052195, -48125.943318121834, -42286.86300359524, -48943.7042407637, -27733.15045036679, -43494.30423907092, -55116.00436163001, -40688.221536662764, -47268.865676983085, -92694.71826490381, -21233.777252885968, -48023.08059013851, -43875.937923900834, -59017.188431881485, -84284.27091649425, 0.0085, 0.9998750000000001, 0.233875, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.727471173110544E9, 0.0, 2024-09-27 16:06:13.110
144.0, 16976.306376016903, 48361.6648151475, -48199.212336446326, -42355.52756256194, -49021.13068355688, -27781.54197711253, -43506.66475375471, -55158.78560051747, -40711.512054385195, -47278.11929918758, -92659.82719180909, -21255.994886874545, -48033.317689099036, -43887.47142403977, -58900.311160124686, -84288.47304445185, 0.0085, 0.9998750000000001, 0.233875, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711731105564E9, 0.0, 2024-09-27 16:06:13.110
146.0, 16992.623149469277, 48204.7779208157, -48183.18613567187, -42326.44794302559, -49011.899413096835, -27777.272793921566, -43525.283756885976, -55172.598978590846, -40680.44312959232, -47257.175714632955, -92723.75318095127, -21253.692657195646, -48017.42559879131, -43864.426775506356, -59017.09902490366, -84291.98226833133, 0.0085, 0.9998750000000001, 0.233875, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711731105738E9, 0.0, 2024-09-27 16:06:13.110
148.0, 17005.65421648672, 48117.44965522882, -48222.6816681244, -42313.6403934527, -49064.00132942216, -27755.88217447784, -43547.52374261901, -55173.24717918005, -40691.015504719675, -47264.86471472558, -92672.03124428168, -21285.67800351119, -48016.77739820211, -43918.20507266582, -58937.057428009204, -84299.40304749049, -7.499999999999998E-4, 1.0019375, 0.2219375, 192.0, 127.5, 88.0, 15.5, 48.0, 3.0, 72.0, 0.0, 0.0, 0.0, 1.7274711731105871E9, 0.0, 2024-09-27 16:06:13.110
150.0, 17014.2149346131, 48097.66836138587, -48197.93828701237, -42255.14587821315, -49035.83813140847, -27656.483966885087, -43526.31193713092, -55147.430914334174, -40659.566600271064, -47275.97353171987, -92721.1827303389, -21266.768427702, -48018.1855581028, -43892.366456075484, -59032.32056287773, -84290.61881191956, -7.499999999999998E-4, 1.0019375, 0.2219375, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7274711731106012E9, 0.0, 2024-09-27 16:06:13.110
152.0, 17015.868963702796, 48159.80621097162, -48234.662203152446, -42221.97588944148, -49078.4852598292, -27573.670753678176, -43551.25648394305, -55134.24338510554, -40664.305170095584, -47256.281644854746, -92654.14984871744, -21275.418552806208, -48007.97081088672, -43895.92038344388, -58950.08849502665, -84270.09991050958, -7.499999999999998E-4, 1.0019375, 0.2219375, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.727471173110613E9, 0.0, 2024-09-27 16:06:13.110
